task_id,package,function_name,level,contract_status,status_reasons,current_status,current_tier,simple_status,simple_tier,expected_artifacts_task_json,artifacts_written_by_solution,artifacts_compared_by_current_eval,artifacts_compared_by_simple_eval,input_files_declared,input_files_read_by_solution,input_files_previewed_current,functions_called_by_solution,functions_requested_by_task_prompt,uses_internal_helper,uses_hidden_in_script_data,result_assignment_count,overwrites_result,fixture_semantic_flags,task_dir
pharmaverse/admiral/get_not_mapped,admiral,get_not_mapped,L1,D_QUARANTINE_CONTRACT,clinical_placeholders; hidden_in_script_data_suspected,NO_OUTPUT,exec_fail,NO_OUTPUT,exec_fail,outputs/result.csv; outputs/summary.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,,,,inputs/admiral.tsv,admiral::get_not_mapped,admiral::get_not_mapped,False,True,2,False,clinical_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/get_not_mapped
pharmaverse/admiral/get_one_to_many_dataset,admiral,get_one_to_many_dataset,L1,D_QUARANTINE_CONTRACT,clinical_placeholders; evaluator_compares_artifact_not_in_task_json; hidden_in_script_data_suspected,NO_OUTPUT,no_output,FAIL,output_bad,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,outputs/result.csv; outputs/summary.csv,,,inputs/admiral.tsv,admiral::get_one_to_many_dataset,admiral::get_one_to_many_dataset,False,True,2,False,clinical_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/get_one_to_many_dataset
pharmaverse/admiral/get_partialdatetime,admiral,get_partialdatetime,L1,D_QUARANTINE_CONTRACT,solution_missing_expected_artifact; uses_internal_helper_or_namespace_access,NO_OUTPUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv; outputs/result.rds,outputs/result.csv,,,,inputs/create_datetime.tsv; inputs/dtc.tsv,inputs/create_datetime.tsv; inputs/dtc.tsv,admiral::get_partialdatetime,admiral::get_partialdatetime,True,False,1,False,,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/get_partialdatetime
pharmaverse/admiral/get_summary_records,admiral,get_summary_records,L2,C_REPAIR_FIXTURE,clinical_placeholders; derivation_placeholders; rlang_expr_placeholders; scalarish_input_has_complex_placeholder:set_values_to.tsv; scalarish_input_has_complex_placeholder:set_values_to_df.tsv; unit_mismatch_placeholders,TIMEOUT,exec_fail,NO_OUTPUT,exec_fail,outputs/result.csv,outputs/result.csv,,,inputs/by_vars.tsv; inputs/datase.tsv; inputs/filter.tsv; inputs/filter_df.tsv; inputs/set_values_to.tsv; inputs/set_values_to_df.tsv,inputs/by_vars.tsv; inputs/datase.tsv; inputs/set_values_to.tsv,inputs/by_vars.tsv; inputs/datase.tsv; inputs/filter.tsv; inputs/filter_df.tsv; inputs/set_values_to.tsv; inputs/set_values_to_df.tsv,admiral::get_summary_records,admiral::get_summary_records,False,False,1,False,clinical_placeholders; derivation_placeholders; rlang_expr_placeholders; scalarish_input_has_complex_placeholder:set_values_to.tsv; scalarish_input_has_complex_placeholder:set_values_to_df.tsv; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/get_summary_records
pharmaverse/admiral/get_unified_time_unit,admiral,get_unified_time_unit,L2,B_REPAIR_PROMPT,uses_internal_helper_or_namespace_access,FAIL,output_bad,FAIL,output_bad,outputs/result.csv,outputs/result.csv,outputs/result.csv,outputs/result.csv,,inputs/time_unit.tsv,inputs/time_unit.tsv,admiral::get_unified_time_unit,admiral::get_unified_time_unit,True,False,1,False,,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/get_unified_time_unit
pharmaverse/admiral/get_vars_query,admiral,get_vars_query,L3,C_REPAIR_FIXTURE,clinical_placeholders; scalarish_input_has_complex_placeholder:GRPNAME.tsv; unit_mismatch_placeholders,NO_OUTPUT,exec_fail,FAIL,output_bad,outputs/result.csv,outputs/result.csv,,outputs/result.csv,,inputs/dataset.tsv; inputs/dataset_queries.tsv,inputs/GRPNAME.tsv; inputs/SRCVAR.tsv; inputs/TERMCHAR.tsv; inputs/dataset.tsv; inputs/dataset_queries.tsv,admiral::get_vars_query,admiral::get_vars_query,False,False,1,False,clinical_placeholders; scalarish_input_has_complex_placeholder:GRPNAME.tsv; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/get_vars_query
pharmaverse/admiral/impute_date_time,admiral,impute_date_time,L1,B_REPAIR_PROMPT,uses_internal_helper_or_namespace_access,TIMEOUT,exec_fail,FAIL,output_bad,outputs/result.csv; outputs/result.rds,outputs/result.csv; outputs/result.rds,,outputs/result.csv; outputs/result.rds,,inputs/partial.tsv; inputs/target.tsv,inputs/partial.tsv; inputs/target.tsv,admiral::get_imputation_targets; admiral::get_partialdatetime; admiral::impute_date_time,admiral::impute_date_time,True,False,1,False,,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/impute_date_time
pharmaverse/admiral/impute_dtc_dt,admiral,impute_dtc_dt,L3,C_REPAIR_FIXTURE,clinical_placeholders,TIMEOUT,exec_fail,FAIL,output_bad,outputs/result.csv,outputs/result.csv,,outputs/result.csv,,inputs/dtc.tsv; inputs/highest_imputation.tsv,inputs/date_imputation.tsv; inputs/dtc.tsv; inputs/highest_imputation.tsv; inputs/max_dates.tsv; inputs/min_dates.tsv; inputs/preserve.tsv,admiral::impute_dtc_dt,admiral::impute_dtc_dt,False,False,1,False,clinical_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/impute_dtc_dt
pharmaverse/admiral/impute_dtc_dtm,admiral,impute_dtc_dtm,L3,C_REPAIR_FIXTURE,clinical_placeholders,NO_OUTPUT,exec_fail,NO_OUTPUT,exec_fail,outputs/result.csv,outputs/result.csv,,,,inputs/dtc.tsv; inputs/highest_imputation.tsv,inputs/dtc.tsv; inputs/highest_imputation.tsv; inputs/max_dates.tsv; inputs/min_dates.tsv; inputs/preserve.tsv; inputs/time_imputation.tsv,admiral::impute_dtc_dtm,admiral::impute_dtc_dtm,False,False,1,False,clinical_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/impute_dtc_dtm
pharmaverse/admiral/list_all_templates,admiral,list_all_templates,L1,A_KEEP_CANDIDATE,,NO_OUTPUT,exec_fail,FAIL,output_bad,outputs/result.csv,outputs/result.csv,,outputs/result.csv,inputs/package.tsv,inputs/package.tsv,inputs/package.tsv,admiral::list_all_templates,admiral::list_all_templates,False,False,1,False,,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/list_all_templates
pharmaverse/admiral/list_tte_source_objects,admiral,list_tte_source_objects,L2,D_QUARANTINE_CONTRACT,solution_missing_expected_artifact; task_json_expected_artifact_not_compared_in_results,NO_OUTPUT,exec_fail,FAIL,output_bad,outputs/result.csv; outputs/result.rds,outputs/result.csv,,outputs/result.csv,,inputs/package.tsv,inputs/package.tsv,admiral::list_tte_source_objects,admiral::list_tte_source_objects,False,False,1,False,,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/list_tte_source_objects
pharmaverse/admiral/print.adam_templates,admiral,print.adam_templates,L1,D_QUARANTINE_CONTRACT,evaluator_compares_artifact_not_in_task_json; helper_assertion_doc_or_internal_only_candidate; result_overwrite_or_echo_suspected; unit_mismatch_placeholders,FAIL,output_bad,TIMEOUT,exec_fail,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,,inputs/x.tsv,inputs/x.tsv,inputs/x.tsv,,admiral::print.adam_templates,False,False,2,True,unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/print.adam_templates
pharmaverse/admiral/print.duplicates,admiral,print.duplicates,L1,D_QUARANTINE_CONTRACT,evaluator_compares_artifact_not_in_task_json; helper_assertion_doc_or_internal_only_candidate; result_overwrite_or_echo_suspected; unit_mismatch_placeholders,NO_OUTPUT,exec_fail,FAIL,output_bad,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,outputs/result.csv; outputs/summary.csv,inputs/x.tsv,inputs/x.tsv,inputs/x.tsv,,admiral::print.duplicates,False,False,2,True,unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/print.duplicates
pharmaverse/admiral/print_named_list,admiral,print_named_list,L2,D_QUARANTINE_CONTRACT,clinical_placeholders; evaluator_compares_artifact_not_in_task_json,TIMEOUT,exec_fail,FAIL,output_bad,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,outputs/result.csv; outputs/summary.csv,,inputs/indent.tsv; inputs/list.tsv,inputs/indent.tsv; inputs/list.tsv,,admiral::print_named_list,False,False,2,False,clinical_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/print_named_list
pharmaverse/admiral/propagate_na_values,admiral,propagate_na_values,L1,D_QUARANTINE_CONTRACT,evaluator_compares_artifact_not_in_task_json; task_json_expected_artifact_not_compared_in_results; uses_internal_helper_or_namespace_access,NO_OUTPUT,exec_fail,FAIL,output_bad,outputs/result.csv; outputs/result.rds,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,outputs/result.csv; outputs/summary.csv,,inputs/partial.tsv,inputs/partial.tsv,admiral::propagate_na_values,admiral::propagate_na_values,True,False,1,False,,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/propagate_na_values
pharmaverse/admiral/restrict_imputed_dtc_dt,admiral,restrict_imputed_dtc_dt,L2,B_REPAIR_PROMPT,uses_internal_helper_or_namespace_access,NO_OUTPUT,exec_fail,NO_OUTPUT,exec_fail,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,,,inputs/imputed_dtc.tsv,inputs/imputed_dtc.tsv,admiral::impute_dtc_dt; admiral::restrict_imputed_dtc_dt,admiral::impute_dtc_dt; admiral::restrict_imputed_dtc_dt,True,False,2,False,,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/restrict_imputed_dtc_dt
pharmaverse/admiral/restrict_imputed_dtc_dtm,admiral,restrict_imputed_dtc_dtm,L2,D_QUARANTINE_CONTRACT,evaluator_compares_artifact_not_in_task_json; uses_internal_helper_or_namespace_access,NO_OUTPUT,exec_fail,FAIL,output_bad,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,outputs/result.csv; outputs/summary.csv,,inputs/imputed_dtc.tsv,inputs/imputed_dtc.tsv,admiral::impute_dtc_dtm; admiral::restrict_imputed_dtc_dtm,admiral::impute_dtc_dtm; admiral::restrict_imputed_dtc_dtm,True,False,2,False,,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/restrict_imputed_dtc_dtm
pharmaverse/admiral/set_admiral_options,admiral,set_admiral_options,L2,C_REPAIR_FIXTURE,clinical_placeholders,NO_OUTPUT,exec_fail,NO_OUTPUT,exec_fail,outputs/result.csv,outputs/result.csv,,,inputs/save_memory.tsv; inputs/signif_digits.tsv; inputs/subject_keys.tsv,inputs/save_memory.tsv; inputs/signif_digits.tsv,inputs/save_memory.tsv; inputs/signif_digits.tsv; inputs/subject_keys.tsv,admiral::exprs; admiral::set_admiral_options,admiral::set_admiral_options,False,False,0,False,clinical_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/set_admiral_options
pharmaverse/admiral/slice_derivation,admiral,slice_derivation,L2,D_QUARANTINE_CONTRACT,clinical_placeholders; evaluator_compares_artifact_not_in_task_json; unit_mismatch_placeholders,NO_OUTPUT,exec_fail,FAIL,output_bad,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,outputs/result.csv; outputs/summary.csv,inputs/args.tsv; inputs/dataset.tsv; inputs/derivation.tsv,inputs/args.tsv; inputs/dataset.tsv; inputs/derivation.tsv,inputs/args.tsv; inputs/dataset.tsv; inputs/derivation.tsv,admiral::slice_derivation,admiral::slice_derivation,False,False,2,False,clinical_placeholders; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/slice_derivation
pharmaverse/admiral/yn_to_numeric,admiral,yn_to_numeric,L1,D_QUARANTINE_CONTRACT,evaluator_compares_artifact_not_in_task_json,FAIL,output_bad,FAIL,output_bad,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,,inputs/arg.tsv,inputs/arg.tsv,admiral::yn_to_numeric,admiral::yn_to_numeric,False,False,2,False,,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/yn_to_numeric
pharmaverse/admiralci/hello_admiral,admiralci,hello_admiral,L1,C_REPAIR_FIXTURE,clinical_placeholders,NO_OUTPUT,exec_fail,NO_OUTPUT,exec_fail,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,,,inputs/hw.tsv,inputs/hw.tsv,,admiralci::hello_admiral,False,False,4,False,clinical_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiralci/hello_admiral
pharmaverse/admiraldev/assert_date_vector,admiraldev,assert_date_vector,L1,C_REPAIR_FIXTURE,clinical_placeholders; helper_assertion_doc_or_internal_only_candidate,NO_OUTPUT,exec_fail,NO_OUTPUT,exec_fail,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,,,inputs/arg.tsv; inputs/optional.tsv,inputs/arg.tsv; inputs/optional.tsv,admiraldev::assert_date_vector,admiraldev::assert_date_vector,False,False,2,False,clinical_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiraldev/assert_date_vector
pharmaverse/admiraldev/assert_expr,admiraldev,assert_expr,L1,D_QUARANTINE_CONTRACT,evaluator_compares_artifact_not_in_task_json; helper_assertion_doc_or_internal_only_candidate,NO_OUTPUT,exec_fail,FAIL,output_bad,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,outputs/result.csv; outputs/summary.csv,,inputs/arg_name.tsv,inputs/arg.tsv; inputs/arg_name.tsv,admiraldev::assert_expr; rlang::parse_expr; rlang::sym,admiraldev::assert_expr,False,False,4,False,,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiraldev/assert_expr
pharmaverse/admiraldev/assert_named,admiraldev,assert_named,L1,D_QUARANTINE_CONTRACT,helper_assertion_doc_or_internal_only_candidate; hidden_in_script_data_suspected; task_json_expected_artifact_not_compared_in_results,FAIL,output_bad,FAIL,output_bad,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,inputs/arg.tsv,,inputs/arg.tsv,admiraldev::assert_named,admiraldev::assert_named,False,True,2,False,,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiraldev/assert_named
pharmaverse/admiraldev/assert_same_type,admiraldev,assert_same_type,L1,D_QUARANTINE_CONTRACT,clinical_placeholders; helper_assertion_doc_or_internal_only_candidate; hidden_in_script_data_suspected,FAIL,output_bad,FAIL,output_bad,outputs/result.csv; outputs/summary.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,inputs/admiraldev.tsv,,inputs/admiraldev.tsv,admiraldev::assert_same_type,admiraldev::assert_same_type,False,True,2,False,clinical_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiraldev/assert_same_type
pharmaverse/admiraldev/assert_unit,admiraldev,assert_unit,L2,D_QUARANTINE_CONTRACT,clinical_placeholders; evaluator_compares_artifact_not_in_task_json; helper_assertion_doc_or_internal_only_candidate; scalarish_input_has_complex_placeholder:required_unit.tsv; unit_input_has_non_unit_values:get_unit_expr.tsv; unit_input_has_non_unit_values:required_unit.tsv; unit_mismatch_placeholders,FAIL,output_bad,NO_OUTPUT,exec_fail,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,,,inputs/dataset.tsv; inputs/get_unit_expr.tsv; inputs/param.tsv; inputs/required_unit.tsv,inputs/dataset.tsv; inputs/get_unit_expr.tsv; inputs/param.tsv; inputs/required_unit.tsv,admiraldev::assert_unit,admiraldev::assert_unit,False,False,2,False,clinical_placeholders; scalarish_input_has_complex_placeholder:required_unit.tsv; unit_input_has_non_unit_values:get_unit_expr.tsv; unit_input_has_non_unit_values:required_unit.tsv; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiraldev/assert_unit
pharmaverse/admiraldev/backquote,admiraldev,backquote,L1,D_QUARANTINE_CONTRACT,evaluator_compares_artifact_not_in_task_json; unit_mismatch_placeholders,FAIL,output_bad,FAIL,output_bad,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,,inputs/x.tsv,inputs/x.tsv,admiraldev::backquote,admiraldev::backquote,False,False,2,False,unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiraldev/backquote
pharmaverse/admiraldev/dquote,admiraldev,dquote,L1,D_QUARANTINE_CONTRACT,evaluator_compares_artifact_not_in_task_json; unit_mismatch_placeholders,FAIL,output_bad,FAIL,output_bad,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,,inputs/x.tsv,inputs/x.tsv,admiraldev::dquote,admiraldev::dquote,False,False,2,False,unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiraldev/dquote
pharmaverse/admiraldev/get_duplicates,admiraldev,get_duplicates,L1,D_QUARANTINE_CONTRACT,evaluator_compares_artifact_not_in_task_json; unit_mismatch_placeholders,FAIL,output_bad,FAIL,output_bad,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,,inputs/x.tsv,inputs/x.tsv,,admiraldev::get_duplicates,False,False,2,False,unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiraldev/get_duplicates
pharmaverse/admiraldev/get_source_vars,admiraldev,get_source_vars,L1,D_QUARANTINE_CONTRACT,clinical_placeholders; evaluator_compares_artifact_not_in_task_json; task_json_expected_artifact_not_compared_in_results,FAIL,output_bad,FAIL,output_bad,outputs/result.csv; outputs/result.rds,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,inputs/expressions.tsv,inputs/expressions.tsv,inputs/expressions.tsv,admiraldev::get_source_vars; rlang::parse_expr,admiraldev::get_source_vars,False,False,2,False,clinical_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiraldev/get_source_vars
pharmaverse/admiraldev/is_order_vars,admiraldev,is_order_vars,L1,D_QUARANTINE_CONTRACT,evaluator_compares_artifact_not_in_task_json,FAIL,output_bad,NO_OUTPUT,exec_fail,outputs/result.csv; outputs/result.rds,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,,inputs/arg.tsv,inputs/arg.tsv,,admiraldev::is_order_vars,False,False,2,False,,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiraldev/is_order_vars
pharmaverse/admiraldev/is_valid_dtc,admiraldev,is_valid_dtc,L1,D_QUARANTINE_CONTRACT,evaluator_compares_artifact_not_in_task_json; result_overwrite_or_echo_suspected,FAIL,output_bad,FAIL,output_bad,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,,inputs/arg.tsv,inputs/arg.tsv,,admiraldev::is_valid_dtc,False,False,2,True,,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiraldev/is_valid_dtc
pharmaverse/admiraldev/parse_code,admiraldev,parse_code,L1,D_QUARANTINE_CONTRACT,evaluator_compares_artifact_not_in_task_json; result_overwrite_or_echo_suspected,EXEC_FAIL,exec_fail,FAIL,output_bad,outputs/result.csv; outputs/result.rds,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,inputs/code.tsv,inputs/code.tsv,,admiraldev::parse_code,False,False,2,True,,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiraldev/parse_code
pharmaverse/admiraldev/process_set_values_to,admiraldev,process_set_values_to,L2,C_REPAIR_FIXTURE,clinical_placeholders; derivation_placeholders; rlang_expr_placeholders; scalarish_input_has_complex_placeholder:set_values_to.tsv; unit_mismatch_placeholders,NO_OUTPUT,exec_fail,NO_OUTPUT,exec_fail,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,,,inputs/dataset.tsv; inputs/expected_type.tsv; inputs/set_values_to.tsv,inputs/dataset.tsv; inputs/expected_type.tsv; inputs/expected_types.tsv; inputs/set_values_to.tsv,admiraldev::process_set_values_to; rlang::exprs,admiraldev::process_set_values_to,False,False,2,False,clinical_placeholders; derivation_placeholders; rlang_expr_placeholders; scalarish_input_has_complex_placeholder:set_values_to.tsv; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiraldev/process_set_values_to
pharmaverse/admiraldev/replace_values_by_names,admiraldev,replace_values_by_names,L1,D_QUARANTINE_CONTRACT,clinical_placeholders; evaluator_compares_artifact_not_in_task_json; result_overwrite_or_echo_suspected,FAIL,output_bad,NO_OUTPUT,exec_fail,outputs/result.csv; outputs/result.rds,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,,inputs/expressions.tsv,inputs/expressions.tsv,,admiraldev::replace_values_by_names,False,False,5,True,clinical_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiraldev/replace_values_by_names
pharmaverse/admiraldev/squote,admiraldev,squote,L1,D_QUARANTINE_CONTRACT,evaluator_compares_artifact_not_in_task_json; unit_mismatch_placeholders,FAIL,output_bad,NO_OUTPUT,exec_fail,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,,,inputs/x.tsv,inputs/x.tsv,admiraldev::squote,admiraldev::squote,False,False,2,False,unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiraldev/squote
pharmaverse/admiraldev/suppress_warning,admiraldev,suppress_warning,L1,C_REPAIR_FIXTURE,unit_mismatch_placeholders,NO_OUTPUT,exec_fail,NO_OUTPUT,exec_fail,outputs/result.csv; outputs/summary.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,,inputs/expr.tsv; inputs/regexpr.tsv,inputs/expr.tsv; inputs/regexpr.tsv,inputs/expr.tsv; inputs/regexpr.tsv,,admiraldev::suppress_warning,False,False,2,False,unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiraldev/suppress_warning
pharmaverse/admiraldiscovery/admiral_pkg_versions,admiraldiscovery,admiral_pkg_versions,L1,D_QUARANTINE_CONTRACT,clinical_placeholders; hidden_in_script_data_suspected,FAIL,output_bad,FAIL,output_bad,outputs/result.csv; outputs/summary.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,,,inputs/admiraldiscovery.tsv,admiraldiscovery::admiral_pkg_versions,admiraldiscovery::admiral_pkg_versions,False,True,2,False,clinical_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiraldiscovery/admiral_pkg_versions
pharmaverse/admiralonco/get_crpr_dataset,admiralonco,get_crpr_dataset,L1,D_QUARANTINE_CONTRACT,clinical_placeholders; evaluator_compares_artifact_not_in_task_json; hidden_in_script_data_suspected,NO_OUTPUT,exec_fail,FAIL,output_bad,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,outputs/result.csv; outputs/summary.csv,,,inputs/admiralonco.tsv,admiralonco::get_crpr_dataset,admiralonco::get_crpr_dataset,False,True,2,False,clinical_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiralonco/get_crpr_dataset
pharmaverse/envsetup/detach_autos,envsetup,detach_autos,L1,D_QUARANTINE_CONTRACT,clinical_placeholders; evaluator_compares_artifact_not_in_task_json; hidden_in_script_data_suspected,FAIL,output_bad,FAIL,output_bad,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,,,inputs/envsetup.tsv,envsetup::detach_autos,envsetup::detach_autos,False,True,2,False,clinical_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/envsetup/detach_autos
